"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Patrick Bailey#","24","97","353","326","29","76","18","1","7","48","1","0","21","100",".233",".285",".359",".644","77","117","8","3","2","1","0"
"2","1B","LaMonte Wade Jr.*","29","135","519","429","64","110","14","2","17","45","2","0","76","95",".256",".373",".417",".790","119","179","4","6","4","4","3"
"3","2B","Thairo Estrada","27","120","530","495","63","134","26","2","14","49","23","7","22","120",".271",".315",".416",".731","101","206","10","11","0","2","1"
"4","SS","Brandon Crawford*","36","93","320","283","31","55","11","1","7","38","3","0","28","81",".194",".273",".314",".587","63","89","5","4","1","4","1"
"5","3B","J.D. Davis","30","144","546","480","61","119","23","1","18","69","1","0","52","152",".248",".325",".413",".738","103","198","16","6","0","6","0"
"6","LF","Mitch Haniger","32","61","229","211","27","44","13","1","6","28","1","0","15","65",".209",".266",".365",".631","73","77","7","2","0","1","0"
"7","CF","Luis Matos","21","76","253","228","24","57","13","1","2","14","3","0","20","33",".250",".319",".342",".661","84","78","3","3","2","0","0"
"8","RF","Michael Conforto*","30","125","470","406","58","97","14","0","15","58","4","0","53","106",".239",".334",".384",".718","99","156","12","7","0","4","4"
"9","DH","Joc Pederson*","31","121","425","358","59","84","14","3","15","51","0","0","57","89",".235",".348",".416",".764","111","149","12","7","0","3","6"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","1B","Wilmer Flores","31","126","454","405","51","115","22","0","23","60","0","0","41","63",".284",".355",".509",".863","136","206","13","5","0","3","1"
"11","OF","Mike Yastrzemski*","32","106","381","330","54","77","23","1","15","43","2","2","45","99",".233",".330",".445",".775","113","147","5","3","2","1","3"
"12","UT","Blake Sabol*","25","110","344","310","36","73","10","0","13","44","4","2","24","117",".235",".301",".394",".695","91","122","4","6","2","2","0"
"13","IF","Casey Schmitt","24","90","277","253","28","52","15","0","5","30","2","1","13","65",".206",".255",".324",".580","60","82","7","5","3","3","0"
"14","OF","Austin Slater","30","89","207","185","24","50","9","0","5","20","2","2","20","58",".270",".348",".400",".748","107","74","2","2","0","0","0"
"15","IF","David Villar","26","46","140","124","15","18","6","0","5","12","1","1","11","45",".145",".236",".315",".550","51","39","1","4","0","1","0"
"16","2B","Brett Wisely*","24","51","131","120","10","21","5","0","2","8","2","1","9","40",".175",".231",".267",".497","38","32","2","0","1","1","0"
"17","C","Joey Bart","26","30","95","87","9","18","5","0","0","5","0","0","3","23",".207",".263",".264",".528","47","23","0","4","0","1","0"
"18","CF","Wade Meckler*","23","20","64","56","6","13","1","0","0","4","0","0","6","25",".232",".328",".250",".578","64","14","0","2","0","0","0"
"19","OF","Heliot Ramos","23","25","60","56","5","10","4","0","1","2","0","0","4","20",".179",".233",".304",".537","48","17","1","0","0","0","0"
"20","SS","Paul DeJong","29","18","50","49","2","9","2","0","1","5","0","0","0","16",".184",".180",".286",".466","26","14","1","0","0","1","0"
"21","CF","Bryce Johnson#","27","30","48","43","7","7","1","0","1","3","3","0","4","15",".163",".229",".256",".485","35","11","0","0","0","1","0"
"22","SS","Marco Luciano","21","14","45","39","4","9","3","0","0","0","1","0","6","17",".231",".333",".308",".641","80","12","0","0","0","0","0"
"23","UT","Tyler Fitzgerald","25","10","34","32","3","7","2","0","2","5","2","0","2","10",".219",".265",".469",".733","98","15","0","0","0","0","0"
"24","DH","Darin Ruf","36","9","27","23","1","6","2","0","0","3","0","0","4","9",".261",".370",".348",".718","102","8","0","0","0","0","0"
"25","IF","Isan Díaz*","27","6","21","19","0","1","0","0","0","1","0","0","2","7",".053",".143",".053",".195","-42","1","0","0","0","0","0"
"26","IF","Johan Camargo#","29","8","20","18","0","4","0","0","0","2","0","0","1","4",".222",".300",".222",".522","49","4","2","1","0","0","0"
"27","C","Roberto Pérez","34","5","17","15","0","2","0","0","0","1","0","0","2","6",".133",".235",".133",".369","7","2","0","0","0","0","0"
