"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Tyler Stephenson","25","50","183","166","24","53","9","0","6","35","1","0","12","47",".319",".372",".482",".854","133","80","4","3","0","2","0"
"2","1B","Joey Votto*","38","91","376","322","31","66","18","1","11","41","0","0","44","97",".205",".319",".370",".689","89","119","8","10","0","0","0"
"3","2B","Jonathan India","25","103","431","386","48","96","16","2","10","41","3","4","31","94",".249",".327",".378",".705","94","146","5","14","0","0","1"
"4","SS","Kyle Farmer","31","145","583","526","58","134","25","1","14","78","4","3","33","99",".255",".315",".386",".701","92","203","20","16","2","6","0"
"5","3B","Brandon Drury","29","92","385","350","62","96","22","2","20","59","2","2","29","84",".274",".335",".520",".855","131","182","6","4","0","2","0"
"6","LF","Tommy Pham","34","91","387","340","57","81","11","1","11","39","7","2","42","100",".238",".320",".374",".694","90","127","13","1","0","4","0"
"7","CF","Nick Senzel","27","110","420","373","45","86","13","0","5","25","8","5","30","76",".231",".296",".306",".601","66","114","7","5","2","1","0"
"8","RF","Aristides Aquino","28","80","276","259","24","51","13","0","10","30","2","3","17","101",".197",".246",".363",".609","65","94","1","0","0","0","0"
"9","DH","Mike Moustakas*","33","78","285","252","30","54","12","0","7","25","2","0","24","75",".214",".295",".345",".640","76","87","8","6","0","3","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","CI","Donovan Solano","34","80","304","278","22","79","16","0","4","24","0","0","19","61",".284",".339",".385",".724","99","107","5","5","0","2","1"
"11","MI","Matt Reynolds","31","92","272","244","31","60","10","1","3","23","5","0","26","78",".246",".320",".332",".652","80","81","7","1","0","1","0"
"12","OF","TJ Friedl*","26","72","258","225","33","54","10","5","8","25","7","2","20","40",".240",".314",".436",".750","104","98","3","7","0","6","0"
"13","OF","Jake Fraley*","27","68","247","216","33","56","9","0","12","28","4","1","26","54",".259",".344",".468",".812","121","101","1","3","0","2","1"
"14","OF","Albert Almora","28","64","235","215","26","48","10","1","5","29","3","2","17","46",".223",".282",".349",".631","73","75","9","1","1","1","0"
"15","RF","Tyler Naquin*","31","56","204","187","29","46","12","2","7","33","3","2","13","53",".246",".305",".444",".749","103","83","1","3","1","0","2"
