"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Willson Contreras","30","113","487","416","65","101","23","2","22","55","4","2","45","103",".243",".349",".466",".815","126","194","14","24","0","2","0"
"2","1B","Alfonso Rivas*","25","101","287","251","27","59","5","2","3","25","6","1","29","87",".235",".322",".307",".628","77","77","1","4","1","2","1"
"3","2B","Nick Madrigal","25","59","228","209","19","52","7","0","0","7","3","1","14","27",".249",".305",".282",".588","66","59","6","3","2","0","0"
"4","SS","Nico Hoerner","25","135","517","481","60","135","22","5","10","55","20","2","28","57",".281",".327",".410",".736","105","197","11","6","0","2","4"
"5","3B","Patrick Wisdom","30","134","534","469","67","97","28","0","25","66","8","4","53","183",".207",".298",".426",".725","100","200","8","9","1","2","1"
"6","LF","Ian Happ#","27","158","641","573","72","155","42","2","17","72","9","4","58","149",".271",".342",".440",".781","117","252","11","6","0","4","4"
"7","CF","Christopher Morel","23","113","425","379","55","89","19","4","16","47","10","7","38","137",".235",".308",".433",".741","104","164","6","3","3","2","0"
"8","RF","Seiya Suzuki","27","111","446","397","54","104","22","2","14","46","9","5","42","110",".262",".336",".433",".770","113","172","8","4","0","3","3"
"9","DH","Franmil Reyes","26","48","193","175","19","41","8","2","5","19","0","1","16","53",".234",".301",".389",".689","91","68","4","1","0","1","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","CF","Rafael Ortega*","31","118","371","316","35","76","14","1","7","35","12","7","44","74",".241",".331",".358",".688","93","113","10","2","1","7","2"
"11","C","Yan Gomes","34","86","293","277","23","65","12","0","8","31","2","0","8","47",".235",".260",".365",".625","72","101","15","3","1","4","0"
"12","1B","Frank Schwindel","30","75","292","271","23","62","11","0","8","36","0","0","19","58",".229",".277",".358",".635","76","97","12","0","0","2","1"
"13","UT","P.J. Higgins","29","74","229","201","23","46","11","1","6","30","0","0","22","58",".229",".310",".383",".693","93","77","2","2","3","1","0"
