"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Carson Kelly","26","98","359","304","41","73","11","1","13","46","0","0","44","74",".240",".343",".411",".754","104","125","10","6","0","5","1"
"2","1B","Christian Walker","30","115","445","401","55","98","23","1","10","46","0","0","38","106",".244",".315",".382",".696","88","153","8","4","0","2","1"
"3","2B","Josh VanMeter*","26","112","310","274","26","58","17","2","6","36","3","2","33","83",".212",".297",".354",".651","76","97","5","1","0","2","0"
"4","SS","Nick Ahmed","31","129","473","434","46","96","30","3","5","38","7","2","34","104",".221",".280",".339",".619","67","147","9","2","2","1","3"
"5","3B","Eduardo Escobar#","32","98","400","370","50","91","14","3","22","65","1","0","29","85",".246",".300",".478",".778","107","177","1","0","0","1","1"
"6","LF","David Peralta*","33","150","538","487","57","126","30","8","8","63","2","1","46","92",".259",".325",".402",".728","96","196","9","3","0","2","3"
"7","CF","Ketel Marte#","27","90","374","340","52","108","29","1","14","50","2","0","31","60",".318",".377",".532",".909","143","181","8","2","0","1","3"
"8","RF","Pavin Smith*","25","145","545","498","68","133","27","4","11","49","1","0","42","106",".267",".328",".404",".732","98","201","11","4","0","1","1"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"9","UT","Josh Rojas*","27","139","550","484","69","128","32","3","11","44","9","4","58","137",".264",".341",".411",".752","103","199","7","0","1","3","1"
"10","3B","Asdrúbal Cabrera#","35","90","321","283","34","69","21","0","7","40","1","0","33","73",".244",".324",".392",".716","93","111","6","2","0","3","1"
"11","UT","Daulton Varsho*","24","95","315","284","41","70","17","2","11","38","6","0","30","67",".246",".318",".437",".755","102","124","4","0","1","0","3"
"12","RF","Kole Calhoun*","33","51","182","166","17","39","8","0","5","17","1","0","15","41",".235",".297",".373",".670","81","62","2","0","0","1","0"
"13","RF","Josh Reddick*","34","54","158","151","15","39","11","0","2","21","0","0","6","31",".258",".285",".371",".656","76","56","4","0","0","1","0"
"14","C","Stephen Vogt*","36","52","151","132","17","28","6","1","5","17","0","0","18","36",".212",".307",".386",".693","87","51","2","0","1","0","1"
"15","CF","Tim Locastro","28","55","133","118","11","21","2","0","1","5","5","3","6","26",".178",".271",".220",".491","36","26","2","9","0","0","0"
"16","2B","Andrew Young","27","58","104","91","13","19","7","0","6","15","0","0","6","45",".209",".298",".484",".782","107","44","3","6","0","1","0"
"17","3B","Drew Ellis","25","28","83","69","10","9","2","0","1","5","0","0","10","27",".130",".277",".203",".480","34","14","1","4","0","0","1"
"18","OF","Jake McCarthy*","23","24","70","59","11","13","3","0","2","4","3","2","8","23",".220",".333",".373",".706","92","22","0","2","1","0","0"
"19","OF","Henry Ramos#","29","18","55","50","5","10","2","0","1","8","0","0","4","12",".200",".255",".300",".555","50","15","1","0","0","1","0"
"20","UT","Wyatt Mathisen","27","23","51","42","3","5","0","0","1","8","0","0","5","21",".119",".255",".190",".445","24","8","0","3","0","1","0"
"21","IF","Ildemaro Vargas#","29","18","46","43","4","8","1","1","0","4","0","0","3","7",".186",".239",".256",".495","35","11","1","0","0","0","1"
"22","CF","Nick Heath*","27","20","39","35","3","5","1","0","0","1","0","2","4","15",".143",".231",".171",".402","12","6","0","0","0","0","1"
"23","SS","Geraldo Perdomo#","21","11","37","31","5","8","3","1","0","1","0","0","6","6",".258",".378",".419",".798","117","13","0","0","0","0","2"
"24","C","Bryan Holaday","33","13","34","31","2","6","2","0","0","1","0","0","1","15",".194",".265",".258",".523","43","8","0","2","0","0","0"
"25","2B","Domingo Leyba#","25","13","24","22","0","0","0","0","0","0","0","0","2","7",".000",".083",".000",".083","-74","0","1","0","0","0","0"
"26","2B","Jake Hager","28","9","22","18","1","2","0","0","0","2","0","0","4","11",".111",".273",".111",".384","10","2","0","0","0","0","0"
"27","OF","Stuart Fairchild","25","12","17","15","3","2","1","0","0","2","0","0","1","3",".133",".235",".200",".435","20","3","1","1","0","0","0"
"28","DH","Seth Beer*","24","5","10","9","4","4","1","0","1","3","0","0","1","3",".444",".500",".889","1.389","266","8","0","0","0","0","0"
