"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Sean Murphy","27","148","612","537","67","134","37","2","18","66","1","0","56","124",".250",".332",".426",".759","122","229","14","13","0","5","2"
"2","1B","Seth Brown*","29","150","555","500","55","115","26","3","25","73","11","2","51","146",".230",".305",".444",".749","117","222","7","3","0","1","3"
"3","2B","Tony Kemp*","30","147","558","497","61","117","24","2","7","46","11","1","45","69",".235",".307",".334",".641","90","166","5","8","5","3","0"
"4","SS","Elvis Andrus","33","106","386","354","41","84","24","0","8","30","7","4","30","62",".237",".301",".373",".673","97","132","10","2","0","0","0"
"5","3B","Vimael Machín*","28","73","253","223","26","49","12","0","1","13","1","1","25","47",".220",".300",".287",".587","75","64","6","2","0","3","0"
"6","LF","Chad Pinder","30","111","379","361","38","85","18","0","12","42","2","0","14","118",".235",".263",".385",".648","88","139","10","0","1","2","0"
"7","CF","Cristian Pache","23","91","260","241","18","40","5","2","3","18","2","2","15","70",".166",".218",".241",".459","35","58","5","1","3","0","0"
"8","RF","Ramón Laureano","27","94","383","346","49","73","18","0","13","34","11","6","25","104",".211",".287",".376",".663","94","130","6","12","0","0","0"
"9","DH","Jed Lowrie#","38","50","184","167","14","30","5","0","3","16","1","0","15","39",".180",".245",".263",".508","50","44","5","0","0","2","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","MI","Nick Allen","23","100","326","299","31","62","13","0","4","19","3","2","19","64",".207",".256",".291",".547","61","87","5","1","6","1","0"
"11","IF","Sheldon Neuse","27","89","293","271","25","58","4","2","4","26","6","1","20","80",".214",".273",".288",".561","66","78","5","2","0","0","0"
"12","DH","Stephen Vogt*","37","70","191","168","18","27","4","1","7","23","1","0","17","46",".161",".241",".321",".562","64","54","4","2","0","4","0"
"13","2B","Jonah Bride","26","58","187","162","17","33","4","0","1","6","1","0","19","32",".204",".301",".247",".548","65","40","4","4","1","1","0"
"14","1B","Christian Bethancourt","30","56","182","169","23","42","11","0","4","19","4","1","10","41",".249",".298",".385",".683","100","65","3","2","1","0","0"
"15","DH","Shea Langeliers","24","40","153","142","14","31","10","1","6","22","0","0","9","53",".218",".261",".430",".691","99","61","4","0","0","2","0"
"16","3B","Kevin Smith","25","47","151","139","9","25","9","1","2","13","4","0","7","42",".180",".216",".302",".518","51","42","5","0","3","2","0"
"17","RF","Stephen Piscotty","31","42","139","126","12","24","4","0","5","14","2","0","9","48",".190",".252",".341",".593","73","43","2","2","0","2","1"
"18","1B","Dérmis García","24","39","125","116","13","24","6","0","5","20","0","0","8","55",".207",".264",".388",".652","89","45","1","1","0","0","0"
"19","CF","Skye Bolt#","28","42","116","106","10","21","2","0","4","13","5","0","7","30",".198",".259",".330",".589","72","35","1","2","0","1","0"
"20","OF","Luis Barrera*","26","32","85","77","3","18","5","0","1","7","3","0","6","17",".234",".294",".338",".632","86","26","2","1","0","1","0"
"21","CF","Cal Stevenson*","25","23","71","60","5","10","3","0","0","1","1","1","8","23",".167",".261",".217",".478","43","13","1","0","2","1","0"
"22","UT","Billy McKinney*","27","23","57","52","3","5","1","0","1","4","0","0","4","16",".096",".158",".173",".331","-2","9","0","0","0","1","1"
"23","IF","Jordan Diaz","21","15","51","49","3","13","3","0","0","1","0","0","2","7",".265",".294",".327",".621","83","16","1","0","0","0","0"
"24","RF","Conner Capel*","25","13","40","35","6","13","0","1","2","9","1","1","4","8",".371",".425",".600","1.025","198","21","2","0","0","1","0"
"25","LF","Cody Thomas*","27","10","32","30","1","8","0","0","0","0","0","0","2","12",".267",".313",".267",".579","74","8","0","0","0","0","0"
"26","CI","Matt Davidson","31","8","24","24","2","4","0","0","1","2","0","1","0","10",".167",".167",".292",".458","32","7","0","0","0","0","0"
"27","IF","Ernie Clement","26","6","18","18","1","1","1","0","0","0","0","0","0","2",".056",".056",".111",".167","-52","2","0","0","0","0","0"
"28","C","Austin Allen*","28","5","16","14","1","1","0","0","0","0","0","0","1","9",".071",".188",".071",".259","-19","1","1","1","0","0","0"
"29","1B","David MacKinnon","27","6","14","13","2","0","0","0","0","0","0","0","1","5",".000",".071",".000",".071","-76","0","0","0","0","0","0"
"30","UT","Christian Lopes","29","4","10","9","0","0","0","0","0","0","0","0","1","5",".000",".100",".000",".100","-67","0","0","0","0","0","0"
"31","OF","Mickey McDonald*","27","4","6","4","0","0","0","0","0","0","0","0","2","3",".000",".333",".000",".333","10","0","0","0","0","0","0"
"32","UT","Drew Jackson","28","3","3","3","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"33","2B","Nate Mondou*","27","1","3","2","0","0","0","0","0","0","0","0","1","1",".000",".333",".000",".333","10","0","0","0","0","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"34","P","Zach Jackson","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"35","P","Paul Blackburn","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"36","P","Parker Markel","31","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"37","P","Ryan Castellani","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"38","P","Kirby Snead*","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"39","P","Collin Wiles","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"40","P","Tyler Cyr","29","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"41","P","Zach Logue*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"42","P","Ken Waldichuk*","24","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"43","P","A.J. Puk*","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"44","P","Frankie Montas","29","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"45","P","Norge Ruíz","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"46","P","Jacob Lemoine","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"47","P","Adrián Martinez","25","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"48","P","Domingo Tapia","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"49","P","Joel Payamps","28","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"50","P","Daulton Jefferies*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"51","P","Justin Grimm","33","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"52","P","Dany Jiménez","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"53","P","Adam Kolarek*","33","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"54","P","James Kaprielian","28","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"55","P","Austin Pruitt","32","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"56","P","Jared Koenig","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"57","P","JP Sears","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"58","P","Sam Moll*","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"59","P","Domingo Acevedo","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"60","P","Lou Trivino","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"61","P","David McKay","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"62","P","Sam Selman","31","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"63","P","Cole Irvin*","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"64","P","Adam Oller","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"","","Team Totals","28.3","162","5863","5314","568","1147","249","15","137","537","78","23","433","1389",".216",".281",".346",".626","84","1837","109","59","22","33","7"
"","","Rank in 15 AL teams","","","","15","14","15","9","10","13","","9","5","13","8","15","15","14","15","","15","","9","","12",""
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
