"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Michael Pérez*","27","38","93","84","7","14","3","0","1","13","0","0","7","27",".167",".237",".238",".475","35","20","3","1","0","1","0"
"2","1B","Ji Man Choi*","29","42","145","122","16","28","13","0","3","16","0","0","20","36",".230",".331",".410",".741","108","50","1","0","0","3","2"
"3","2B","Brandon Lowe*","25","56","224","193","36","52","9","2","14","37","3","0","25","58",".269",".362",".554",".916","154","107","2","4","0","2","0"
"4","SS","Willy Adames","24","54","205","185","29","48","15","1","8","23","2","1","20","74",".259",".332",".481",".813","126","89","4","0","0","0","0"
"5","3B","Yandy Díaz","28","34","138","114","16","35","3","0","2","11","0","0","23","17",".307",".428",".386",".814","133","44","6","1","0","0","1"
"6","LF","Austin Meadows*","25","36","152","132","19","27","8","1","4","13","2","1","17","50",".205",".296",".371",".667","87","49","0","1","0","2","0"
"7","CF","Kevin Kiermaier*","30","49","159","138","16","30","5","3","3","22","8","1","20","42",".217",".321",".362",".683","93","50","2","1","0","0","1"
"8","RF","Hunter Renfroe","28","42","139","122","18","19","5","0","8","22","2","0","14","37",".156",".252",".393",".645","79","48","3","2","0","1","0"
"9","DH","Yoshi Tsutsugo*","28","51","185","157","27","31","5","1","8","24","0","0","26","50",".197",".314",".395",".708","99","62","5","1","0","1","1"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","IF","Joey Wendle*","30","50","184","168","24","48","9","2","4","17","8","2","10","35",".286",".342",".435",".777","118","73","1","5","0","1","1"
"11","OF","Manuel Margot","25","47","159","145","19","39","9","0","1","11","12","4","13","25",".269",".327",".352",".679","93","51","0","0","0","1","0"
"12","UT","Mike Brosseau","26","36","98","86","12","26","5","1","5","12","2","0","8","31",".302",".378",".558",".936","160","48","1","3","0","1","0"
"13","C","Mike Zunino","29","28","84","75","8","11","4","0","4","10","0","0","6","37",".147",".238",".360",".598","66","27","0","3","0","0","0"
"14","DH","José Martínez","31","24","76","67","10","16","4","0","2","10","0","0","9","20",".239",".329",".388",".717","102","26","5","0","0","0","1"
"15","1B","Nathaniel Lowe*","24","21","76","67","10","15","2","0","4","11","1","0","9","28",".224",".316",".433",".749","109","29","2","0","0","0","2"
"16","OF","Randy Arozarena","25","23","76","64","15","18","2","0","7","11","4","0","6","22",".281",".382",".641","1.022","182","41","2","5","0","1","0"
"17","C","Kevan Smith","32","17","38","31","3","8","3","0","1","8","0","0","5","11",".258",".378",".452",".830","134","14","1","1","0","0","0"
"18","OF","Brett Phillips*","26","17","25","20","2","3","0","1","1","3","3","0","5","7",".150",".320",".400",".720","102","8","0","0","0","0","0"
"19","UT","Brian O'Grady*","28","2","5","5","2","2","1","0","0","0","1","0","0","1",".400",".400",".600","1.000","178","3","0","0","0","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"20","P","Josh Fleming","24","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"21","P","Trevor Richards","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"22","P","Andrew Kittredge","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"23","P","Diego Castillo","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"24","P","Jalen Beeks*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"25","P","Pete Fairbanks","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"26","P","Sean Gilmartin*","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"27","P","Anthony Banda*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"28","P","Ryan Thompson","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"29","P","John Curtiss","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"30","P","Edgar García","23","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"31","P","Cody Reed*","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"32","P","Aaron Slegers","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"33","P","Ryan Sherriff*","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"34","P","Chaz Roe","33","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"35","P","Aaron Loup*","32","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"36","P","Blake Snell*","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"37","P","Yonny Chirinos","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"38","P","Ryan Yarbrough","28","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"39","P","Nick Anderson","29","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"40","P","José Alvarado*","25","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"41","P","Tyler Glasnow*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"42","P","Oliver Drake","33","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"43","P","Charlie Morton","36","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"","","Team Totals","27.2","60","2261","1975","289","470","105","12","80","274","48","9","243","608",".238",".328",".425",".753","111","839","38","28","0","14","9"
"","","Rank in 15 AL teams","","","","8","6","9","2","1","7","","4","8","2","15","11","4","8","6","","7","","5","","4",""
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
