"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Rob Johnson","26","80","290","258","21","55","19","2","2","27","1","1","26","60",".213",".289",".326",".615","66","84","11","2","3","1","1"
"2","1B","Russell Branyan*","33","116","505","431","64","108","21","1","31","76","2","0","58","149",".251",".347",".520",".867","130","224","6","9","1","6","6"
"3","2B","José López","25","153","653","613","69","167","42","0","25","96","3","3","24","69",".272",".303",".463",".766","103","284","25","6","3","7","5"
"4","SS","Yuniesky Betancourt","27","63","245","224","15","56","10","1","2","22","3","1","10","18",".250",".278",".330",".609","64","74","9","0","8","3","0"
"5","3B","Adrián Beltré","30","111","477","449","54","119","27","0","8","44","13","2","19","74",".265",".304",".379",".683","83","170","19","7","0","2","1"
"6","LF","Wladimir Balentien","24","56","170","155","18","33","10","0","4","13","1","0","13","43",".213",".271",".355",".625","67","55","2","0","0","2","1"
"7","CF","Franklin Gutiérrez","26","153","629","565","85","160","24","1","18","70","16","5","46","122",".283",".339",".425",".764","105","240","14","3","13","2","3"
"8","RF","Ichiro Suzuki*","35","146","678","639","88","225","31","4","11","46","26","9","32","71",".352",".386",".465",".851","129","297","1","4","2","1","15"
"9","DH","Ken Griffey Jr.*","39","117","454","387","44","83","19","0","19","57","0","0","63","80",".214",".324",".411",".735","97","159","6","1","0","3","2"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","DH","Mike Sweeney","35","74","266","242","25","68","15","0","8","34","0","0","17","31",".281",".335",".442",".777","108","107","4","4","0","3","2"
"11","C","Kenji Johjima","33","71","258","239","24","59","11","0","9","22","2","2","12","28",".247",".296",".406",".702","87","97","4","5","1","1","0"
"12","SS","Ronny Cedeño","26","59","206","186","15","31","4","2","5","17","3","2","10","50",".167",".213",".290",".504","35","54","6","1","9","0","1"
"13","LF","Endy Chávez*","31","54","182","161","17","44","3","1","2","13","9","1","14","22",".273",".328",".342",".669","82","55","4","0","5","2","1"
"14","3B","Jack Hannahan*","29","51","167","148","15","34","8","0","3","11","1","1","17","35",".230",".311",".345",".656","77","51","2","1","0","1","0"
"15","SS","Josh Wilson","28","45","138","128","16","32","8","1","3","10","1","2","6","32",".250",".294",".398",".693","85","51","2","2","2","0","0"
"16","LF","Bill Hall","29","34","131","120","10","24","8","1","2","12","1","2","8","48",".200",".244",".333",".578","54","40","1","0","0","3","0"
"17","LF","Michael Saunders*","22","46","129","122","13","27","1","3","0","4","4","1","6","40",".221",".258",".279",".537","45","34","1","0","1","0","0"
"18","LF","Ryan Langerhans*","29","38","122","101","12","22","6","1","3","10","0","1","14","28",".218",".311",".386",".697","87","39","0","1","3","3","1"
"19","SS","Jack Wilson","31","31","116","107","11","24","5","0","1","8","1","0","6","17",".224",".263",".299",".562","52","32","2","0","2","1","0"
"20","IF","Chris Woodward","33","20","74","67","7","16","1","0","0","5","1","0","5","15",".239",".288",".254",".541","48","17","1","0","1","1","0"
"21","1B","Mike Carp*","23","21","65","54","7","17","3","1","1","5","0","0","8","10",".315",".415",".463",".878","138","25","1","2","0","1","0"
"22","UT","Jamie Burke","37","13","43","41","1","5","0","0","1","1","0","0","2","13",".122",".163",".195",".358","-4","8","2","0","0","0","0"
"23","1B","Chris Shelton","29","9","28","26","1","6","2","0","0","4","0","0","2","11",".231",".286",".308",".593","61","8","0","0","0","0","0"
"24","2B","Matt Tuiasosopo","23","7","25","22","2","5","1","0","1","2","0","0","2","5",".227",".280",".409",".689","83","9","0","0","0","1","0"
"25","C","Adam Moore","25","6","24","23","4","5","1","0","1","2","1","0","0","7",".217",".250",".391",".641","70","9","1","1","0","0","0"
"26","C","Guillermo Quiroz","27","4","15","14","0","4","0","0","0","2","0","0","0","3",".286",".286",".286",".571","56","4","0","0","1","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"27","P","Félix Hernández","23","2","7","6","1","0","0","0","0","0","0","0","1","3",".000",".143",".000",".143","-56","0","0","0","0","0","0"
"28","P","Garrett Olson","25","2","4","3","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","1","0","0"
"29","P","Jason Vargas*","26","2","4","4","0","1","0","0","0","0","0","0","0","2",".250",".250",".250",".500","36","1","0","0","0","0","0"
"30","P","Jarrod Washburn*","34","1","3","3","1","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"31","P","Chris Jakubauskas*","30","2","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"32","P","Brandon Morrow","24","3","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"33","P","Miguel Batista","38","5","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"34","P","David Aardsma","27","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"35","P","Doug Fister*","25","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"36","P","Shawn Kelley","25","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"37","P","Roy Corcoran","29","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"38","P","Ian Snell","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"39","P","Ryan Rowland-Smith*","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"40","P","Randy Messenger","27","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"41","P","Carlos Silva","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"42","P","Denny Stark","34","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"43","P","Sean White","28","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"44","P","Érik Bédard*","30","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"45","P","Luke French*","23","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"46","P","Mark Lowe*","26","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"","","Team Totals","30.0","162","6113","5543","640","1430","280","19","160","613","89","33","421","1093",".258",".314",".402",".716","92","2228","124","49","56","44","39"
"","","Rank in 14 AL teams","","","","8","14","13","10","12","11","","8","6","14","9","13","14","13","14","","13","","7","","10",""
"","","Non-Pitcher Totals","30.1","162","6090","5522","638","1429","280","19","160","613","89","33","420","1081",".259",".314",".403",".718","92","2227","124","49","55","44","39"
"","","Pitcher Totals","24.6","162","23","21","2","1","0","0","0","0","0","0","1","12",".048",".091",".048",".139","-61","1","0","0","1","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
