"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Jake Rogers","28","107","365","331","47","73","11","0","21","49","1","1","28","118",".221",".286",".444",".730","96","147","6","3","1","2","0"
"2","1B","Spencer Torkelson","23","159","684","606","88","141","34","1","31","94","3","0","67","171",".233",".313",".446",".758","105","270","15","6","0","5","1"
"3","2B","Andy Ibáñez","30","114","383","356","42","94","23","2","11","41","1","0","24","69",".264",".312",".433",".744","102","154","7","1","1","1","0"
"4","SS","Javier Báez","30","136","547","510","58","113","18","4","9","59","12","0","24","125",".222",".267",".325",".593","62","166","12","9","0","3","0"
"5","3B","Nick Maton*","26","93","293","249","29","43","9","0","8","32","1","2","38","73",".173",".288",".305",".593","63","76","4","3","1","2","1"
"6","LF","Akil Baddoo*","24","112","357","312","40","68","13","1","11","34","14","3","42","89",".218",".310",".372",".682","86","116","4","0","2","1","2"
"7","CF","Riley Greene*","22","99","416","378","51","109","19","4","11","37","7","0","35","114",".288",".349",".447",".796","117","169","7","1","0","2","0"
"8","RF","Kerry Carpenter*","25","118","459","418","57","116","17","2","20","64","6","0","32","115",".278",".340",".471",".811","120","197","5","8","0","1","3"
"9","DH","Miguel Cabrera","40","98","370","334","21","86","20","0","4","34","0","0","31","74",".257",".322",".353",".675","86","118","11","2","0","3","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","UT","Matt Vierling","26","134","530","479","63","125","21","5","10","44","6","6","44","112",".261",".329",".388",".717","96","186","8","5","1","1","1"
"11","UT","Zach McKinstry*","28","148","518","464","60","107","21","4","9","35","16","6","44","113",".231",".302",".351",".654","79","163","3","5","2","3","0"
"12","UT","Eric Haase","30","86","282","264","22","53","8","1","4","26","3","1","16","78",".201",".246",".284",".530","45","75","10","0","1","1","1"
"13","IF","Zack Short","28","110","253","221","17","45","9","0","7","33","5","0","28","66",".204",".292",".339",".631","73","75","3","0","3","1","0"
"14","IF","Jonathan Schoop","31","55","151","136","15","29","8","0","0","7","0","0","13","37",".213",".278",".272",".550","53","37","6","0","0","2","0"
"15","CF","Parker Meadows*","23","37","145","125","19","29","4","2","3","13","8","1","17","37",".232",".331",".368",".699","92","46","0","2","0","1","1"
