"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Tomás Nido","28","98","313","284","31","68","15","0","3","28","0","0","14","76",".239",".276",".324",".600","72","92","14","1","12","2","0"
"2","1B","Pete Alonso","27","160","685","597","95","162","27","0","40","131","5","1","67","128",".271",".352",".518",".869","146","309","17","12","0","9","16"
"3","2B","Jeff McNeil*","30","148","589","533","73","174","39","1","9","62","4","0","40","61",".326",".382",".454",".836","140","242","6","11","0","5","1"
"4","SS","Francisco Lindor#","28","161","706","630","98","170","25","5","26","107","16","6","59","133",".270",".339",".449",".788","125","283","11","10","0","7","2"
"5","3B","Eduardo Escobar#","33","136","542","495","58","119","26","4","20","69","0","2","40","129",".240",".295",".430",".726","106","213","4","1","0","6","3"
"6","LF","Mark Canha","33","140","542","462","71","123","24","0","13","61","3","1","48","97",".266",".367",".403",".770","122","186","3","28","0","4","1"
"7","CF","Brandon Nimmo*","29","151","673","580","102","159","30","7","16","64","3","2","71","116",".274",".367",".433",".800","130","251","9","16","3","3","0"
"8","RF","Starling Marte","33","118","505","466","76","136","24","5","16","63","18","9","26","97",".292",".347",".468",".814","132","218","18","13","0","0","0"
"9","DH","Daniel Vogelbach*","29","55","183","149","18","38","9","0","6","25","0","0","33","47",".255",".393",".436",".830","139","65","3","1","0","0","1"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","IF","Luis Guillorme*","27","102","335","297","33","81","12","1","2","17","1","0","34","46",".273",".351",".340",".691","101","101","15","2","2","0","1"
"11","DH","J.D. Davis","29","66","207","181","26","43","8","1","4","21","1","1","20","66",".238",".324",".359",".683","97","65","9","4","0","2","0"
"12","C","James McCann","32","61","191","174","19","34","6","0","3","18","3","0","11","46",".195",".257",".282",".538","55","49","5","4","0","2","0"
"13","1B","Dominic Smith*","27","58","152","134","11","26","10","1","0","17","0","0","12","37",".194",".276",".284",".560","62","38","0","4","0","2","0"
"14","OF","Tyler Naquin*","31","49","130","123","18","25","7","2","4","13","1","0","6","40",".203",".246",".390",".636","80","48","2","1","0","0","0"
"15","UT","Darin Ruf","35","28","74","66","6","10","3","0","0","7","0","0","5","20",".152",".216",".197",".413","20","13","3","1","0","2","0"
"16","C","Patrick Mazeika*","28","24","72","68","4","13","4","0","1","6","0","0","2","9",".191",".214",".294",".508","45","20","0","0","2","0","0"
"17","OF","Travis Jankowski*","31","43","63","54","11","9","0","0","0","2","3","0","8","9",".167",".286",".167",".452","35","9","0","1","0","0","0"
"18","2B","Robinson Canó*","39","12","43","41","3","8","0","0","1","3","0","0","2","11",".195",".233",".268",".501","44","11","0","0","0","0","0"
"19","3B","Brett Baty*","22","11","42","38","4","7","0","0","2","5","0","0","2","8",".184",".244",".342",".586","67","13","0","1","0","0","0"
"20","DH","Mark Vientos","22","16","41","36","3","6","1","0","1","3","0","0","5","12",".167",".268",".278",".546","58","10","1","0","0","0","0"
"21","OF","Nick Plummer*","25","14","31","29","4","4","1","0","2","6","0","0","1","12",".138",".194",".379",".573","60","11","1","1","0","0","0"
"22","C","Michael Pérez*","29","6","16","14","2","2","0","0","0","3","0","0","2","6",".143",".250",".143",".393","18","2","0","0","0","0","0"
"23","DH","Francisco Álvarez","20","5","14","12","3","2","1","0","1","1","0","0","2","4",".167",".286",".500",".786","121","6","1","0","0","0","0"
"24","OF","Ender Inciarte*","31","11","8","8","1","1","0","0","0","0","0","0","0","0",".125",".125",".125",".250","-28","1","0","0","0","0","0"
"25","OF","Terrance Gore","31","10","8","7","1","1","0","0","0","0","3","0","0","3",".143",".143",".143",".286","-17","1","0","0","1","0","0"
"26","IF","Deven Marrero","31","5","6","6","0","0","0","0","0","0","1","0","0","3",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"27","DH","Travis Blankenhorn*","25","1","3","3","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"28","CF","Khalil Lee*","24","2","2","2","1","1","0","0","1","3","0","0","0","0",".500",".500","2.000","2.500","574","4","0","0","0","0","0"
"29","RF","Matt Reynolds","31","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"30","IF","Yolmer Sanchez#","30","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"31","P","Seth Lugo","32","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"32","P","Jake Reed","29","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"33","P","Carlos Carrasco","35","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"34","P","Thomas Szapucki","26","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
