"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","Jorge Alfaro","28","92","311","295","22","72","15","1","4","30","8","1","11","99",".244",".283",".342",".625","69","101","8","5","0","0","0"
"2","1B","Jesús Aguilar","31","131","510","449","49","117","23","0","22","93","0","0","46","93",".261",".329",".459",".788","111","206","11","3","0","7","4"
"3","2B","Jazz Chisholm Jr.*","23","124","507","464","70","115","20","4","18","53","23","8","34","145",".248",".303",".425",".728","95","197","3","4","2","3","0"
"4","SS","Miguel Rojas","32","132","539","495","66","131","30","3","9","48","13","3","37","74",".265",".322",".392",".713","93","194","10","5","1","1","0"
"5","3B","Brian Anderson","28","67","264","233","24","58","9","0","7","28","5","0","26","65",".249",".337",".378",".715","94","88","4","5","0","0","2"
"6","LF","Corey Dickerson*","32","63","225","205","27","54","12","3","2","14","2","4","16","45",".263",".324",".380",".705","91","78","5","3","0","1","0"
"7","CF","Starling Marte","32","64","275","233","52","71","11","1","7","25","22","3","32","57",".305",".405",".451",".856","132","105","2","8","1","1","2"
"8","RF","Adam Duvall","32","91","339","314","41","72","10","1","22","68","5","0","21","105",".229",".277",".478",".755","99","150","4","1","0","3","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"9","OF","Lewis Brinson","27","89","290","274","24","62","14","0","9","33","1","1","13","72",".226",".263",".376",".639","71","103","5","1","1","1","0"
"10","IF","Isan Díaz*","25","89","278","238","25","46","9","0","4","17","1","1","34","73",".193",".293",".282",".575","58","67","2","1","1","3","6"
"11","IF","Jon Berti","31","85","271","233","35","49","10","1","4","19","8","4","32","61",".210",".311",".313",".624","71","73","7","3","1","2","0"
"12","OF","Jesús Sánchez*","23","64","251","227","27","57","8","2","14","36","0","1","20","78",".251",".319",".489",".808","115","111","2","3","0","1","3"
"13","RF","Garrett Cooper","30","71","250","215","30","61","10","1","9","33","1","1","30","68",".284",".380",".465",".845","128","100","6","4","0","1","0"
"14","CF","Magneuris Sierra*","25","123","225","209","27","48","6","1","0","5","11","0","15","50",".230",".281",".268",".549","51","56","1","0","1","0","4"
"15","C","Sandy León#","32","83","220","202","15","37","5","0","4","14","0","0","12","65",".183",".237",".267",".505","37","54","2","3","1","2","0"
"16","OF","Bryan De La Cruz","24","58","219","199","17","59","7","2","5","19","1","1","18","53",".296",".356",".427",".783","112","85","8","1","0","1","1"
"17","IF","Joe Panik*","30","53","134","122","8","21","3","0","1","7","2","0","9","20",".172",".241",".221",".462","27","27","5","2","1","0","1"
"18","1B","Lewin Díaz*","24","40","128","122","16","25","4","1","8","13","0","0","6","33",".205",".242",".451",".693","82","55","1","0","0","0","1"
"19","C","Alex Jackson","25","42","123","108","11","17","4","0","3","12","0","0","11","60",".157",".260",".278",".538","46","30","0","4","0","0","0"
"20","3B","Eddy Alvarez#","31","24","74","64","8","12","4","1","1","6","1","0","4","18",".188",".297",".328",".625","70","21","2","6","0","0","1"
"21","C","Chad Wallach","29","23","66","60","2","12","2","1","0","6","0","0","3","32",".200",".242",".267",".509","38","16","1","1","0","2","0"
"22","MI","José Devers*","21","21","46","41","7","10","3","0","0","5","0","0","3","11",".244",".304",".317",".621","69","13","0","1","0","1","0"
"23","C","Nick Fortes","24","14","34","31","6","9","0","0","4","7","1","0","3","8",".290",".353",".677","1.030","170","21","1","0","0","0","0"
"24","IF","Deven Marrero","30","10","19","16","4","3","0","0","1","1","1","0","3","6",".188",".316",".375",".691","87","6","2","0","0","0","0"
"25","C","Payton Henry","24","5","16","15","0","4","1","0","0","0","0","0","1","5",".267",".313",".333",".646","76","5","1","0","0","0","0"
"26","OF","Brian Miller*","25","5","11","11","1","3","0","0","0","0","0","0","0","3",".273",".273",".273",".545","49","3","0","0","0","0","0"
"27","OF","Monte Harrison","25","9","11","10","0","2","1","0","0","0","0","1","0","3",".200",".200",".300",".500","33","3","0","0","1","0","0"
"28","IF","Luis Marté","27","4","7","6","2","1","0","0","0","0","0","0","1","2",".167",".286",".167",".452","28","1","0","0","0","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"29","P","Sandy Alcántara","25","30","64","58","0","2","1","0","0","0","0","0","3","45",".034",".097",".052",".148","-58","3","0","1","2","0","0"
"30","P","Trevor Rogers*","23","25","46","43","0","3","0","0","0","0","0","0","1","27",".070",".091",".070",".161","-55","3","0","0","2","0","0"
"31","P","Pablo López*","25","20","35","33","2","2","2","0","0","0","0","0","0","17",".061",".061",".121",".182","-52","4","1","0","2","0","0"
"32","P","Jesús Luzardo*","23","11","19","14","1","0","0","0","0","0","0","0","4","6",".000",".222",".000",".222","-32","0","0","0","1","0","0"
"33","P","Elieser Hernández","26","11","18","14","1","1","0","0","0","0","0","0","0","7",".071",".071",".071",".143","-61","1","0","0","4","0","0"
"34","P","Zach Thompson","27","25","18","15","0","2","1","0","0","0","0","0","0","9",".133",".133",".200",".333","-11","3","0","0","3","0","0"
"35","P","Nick Neidert","24","8","12","11","0","0","0","0","0","0","0","0","1","5",".000",".083",".000",".083","-74","0","0","0","0","0","0"
"36","P","Cody Poteet","26","7","11","10","1","1","0","0","0","1","0","0","0","3",".100",".100",".100",".200","-45","1","0","0","1","0","0"
"37","P","Braxton Garrett","23","8","11","11","1","2","0","0","0","0","0","0","0","4",".182",".182",".182",".364","-1","2","0","0","0","0","0"
"38","P","Jordan Holloway","25","12","10","10","0","1","0","0","0","0","0","0","0","6",".100",".100",".100",".200","-45","1","0","0","0","0","0"
"39","P","Edward Cabrera","23","6","7","7","0","1","1","0","0","1","0","0","0","3",".143",".143",".286",".429","12","2","0","0","0","0","0"
"40","P","John Curtiss","28","35","5","5","1","0","0","0","0","0","0","0","0","3",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"41","P","Paul Campbell*","25","16","5","5","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"42","P","Daniel Castano*","26","5","5","4","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","1","0","0"
"43","P","David Hess","27","13","4","4","0","0","0","0","0","0","0","0","0","3",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"44","P","Ross Detwiler","35","45","3","3","0","1","0","0","0","0","0","0","0","2",".333",".333",".333",".667","82","1","0","0","0","0","0"
"45","P","Shawn Morimando*","28","4","3","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","1","0","0"
"46","P","Zach Pop","24","45","2","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","1","0","0"
"47","P","Anthony Bender","26","56","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
"48","P","Adam Cimber","30","31","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0"
