"Rk","Pos","Name","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB"
"1","C","J.T. Realmuto","29","47","195","173","33","46","6","0","11","32","4","1","16","48",".266",".349",".491",".840","124","85","3","6","0","0","0"
"2","1B","Rhys Hoskins","27","41","185","151","35","37","9","0","10","26","1","0","29","43",".245",".384",".503",".887","138","76","4","5","0","0","0"
"3","2B","Jean Segura","30","54","217","192","28","51","5","2","7","25","2","2","23","45",".266",".347",".422",".769","107","81","6","1","1","0","2"
"4","SS","Didi Gregorius*","30","60","237","215","34","61","10","2","10","40","3","2","15","28",".284",".339",".488",".827","120","105","4","4","1","2","3"
"5","3B","Alec Bohm","23","44","180","160","24","54","11","0","4","23","1","1","16","36",".338",".400",".481",".881","137","77","4","2","0","2","0"
"6","LF","Andrew McCutchen","33","57","241","217","32","55","9","0","10","34","4","0","22","48",".253",".324",".433",".757","102","94","4","1","0","1","0"
"7","CF","Roman Quinn#","27","41","116","108","14","23","3","1","2","7","12","0","5","39",".213",".261",".315",".576","55","34","0","2","1","0","0"
"8","RF","Bryce Harper*","27","58","244","190","41","51","9","2","13","33","8","2","49","43",".268",".420",".542",".962","158","103","5","2","1","2","8"
"9","DH","Phil Gosselin","31","39","102","92","14","23","5","0","3","12","0","0","10","27",".250",".324",".402",".726","95","37","3","0","0","0","1"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"10","2B","Scott Kingery","26","36","124","113","12","18","5","0","3","6","0","0","9","35",".159",".228",".283",".511","37","32","1","1","1","0","0"
"11","UT","Jay Bruce*","33","32","103","96","11","19","4","2","6","14","0","0","7","24",".198",".252",".469",".721","89","45","1","0","0","0","1"
"12","CF","Adam Haseley*","24","40","92","79","7","22","5","0","0","13","0","0","7","17",".278",".348",".342",".690","88","27","3","2","3","1","1"
"13","C","Andrew Knapp#","28","33","89","72","9","20","4","1","2","15","0","0","15","19",".278",".404",".444",".849","130","32","1","1","0","1","0"
"14","UT","Neil Walker#","34","18","41","39","5","9","3","0","0","3","0","0","1","13",".231",".244",".308",".552","48","12","0","0","0","1","0"
"15","OF","Kyle Garlick","28","12","23","22","0","3","1","0","0","3","0","0","0","7",".136",".174",".182",".356","-3","4","0","1","0","0","0"
"16","OF","Mickey Moniak*","22","8","18","14","3","3","0","0","0","0","0","0","4","6",".214",".389",".214",".603","70","3","0","0","0","0","0"
"17","C","Rafael Marchán#","21","3","9","8","3","4","0","0","1","3","0","0","1","2",".500",".556",".875","1.431","279","7","0","0","0","0","0"
"18","UT","Ronald Torreyes","27","4","7","7","1","1","1","0","0","0","0","0","0","0",".143",".143",".286",".429","12","2","1","0","0","0","0"
"Rk","Pos","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB"
"19","P","David Hale","32","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"20","P","Deolis Guerra","31","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"21","P","Spencer Howard","23","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
"22","P","Jake Arrieta","34","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0"
