"Name","Age","X","B","T","Ht","Wt","DoB","Yrs","G","GS","Batting","Defense","P","C","X1B","X2B","X3B","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1"
"Jason Adam","31","us US","R","R","6' 3""","229","Aug 4, 1991","6","56","0","0","56","56","0","0","0","0","0","0","0","0","0","0","0","0","0.7","$1,775,000",""
"Chase Anderson","35","us US","R","R","6' 1""","210","Nov 30, 1987","10","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0.2","",""
"Jonathan Aranda","25","mx MX","L","R","6' 0""","210","May 23, 1998","2","34","23","34","16","0","0","11","4","2","0","0","0","0","0","12","10","0","0.2","",""
"Shawn Armstrong","32","us US","R","R","6' 2""","225","Sep 11, 1990","9","39","6","0","39","39","0","0","0","0","0","0","0","0","0","0","0","0","1.7","$1,200,000",""
"Randy Arozarena","28","cu CU","R","R","5' 11""","185","Feb 28, 1995","5","151","149","151","139","0","0","0","0","0","0","139","0","0","139","12","2","0","3.5","$4,150,000","All-Star"
"Osleivis Basabe","22","ve VE","R","R","5' 11""","188","Sep 13, 2000","1st","31","22","31","29","0","0","0","4","5","20","1","0","2","3","0","2","3","0.4","",""
"Jalen Beeks","29","us US","L","L","5' 11""","215","Jul 10, 1993","5","30","8","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","-0.7","$1,375,000",""
"Christian Bethancourt","31","pa PA","R","R","6' 3""","205","Sep 2, 1991","7","104","89","104","103","1","102","0","0","0","0","0","0","0","0","1","2","0","0.6","$1,350,000",""
"Taj Bradley","22","us US","R","R","6' 2""","190","Mar 20, 2001","1st","23","21","0","23","23","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","",""
"Braden Bristo","28","us US","R","R","6' 0""","180","Nov 1, 1994","1st","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.1","",""
"Vidal Bruján","25","do DO","B","R","5' 10""","180","Feb 9, 1998","3","37","20","37","32","0","0","0","15","4","8","0","0","6","6","0","2","8","-0.4","",""
"Zack Burdi","28","us US","R","R","6' 3""","210","Mar 9, 1995","3","3","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.2","",""
"Junior Caminero","19","do DO","R","R","6' 1""","157","Jul 5, 2003","1st","7","7","7","5","0","0","0","1","3","2","0","0","0","0","2","0","0","0.0","",""
"Yonny Chirinos","29","ve VE","R","R","6' 2""","225","Dec 26, 1993","5","15","4","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0.4","$1,275,000",""
"Aaron Civale","28","us US","R","R","6' 2""","215","Jun 12, 1995","5","10","10","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","-0.1","",""
"Garrett Cleavinger","29","us US","R","L","6' 1""","220","Apr 23, 1994","4","15","0","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0.3","$725,100",""
"Cooper Criswell","26","us US","R","R","6' 6""","200","Jul 24, 1996","3","10","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","",""
"Chris Devenski","32","us US","R","R","6' 3""","211","Nov 13, 1990","8","9","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0.3","",""
