"Name","Age","X","B","T","Ht","Wt","DoB","Yrs","G","GS","Batting","Defense","P","C","X1B","X2B","X3B","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1"
"Tyler Bashlor","25","us US","R","R","6' 0""","195","Apr 16, 1993","1st","24","0","22","24","24","0","0","0","0","0","0","0","0","0","0","0","0","0.0","",""
"Buddy Baumann","30","us US","L","L","5' 11""","198","Dec 9, 1987","3","3","0","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.5","",""
"Gerson Bautista","23","do DO","R","R","6' 3""","195","May 31, 1995","1st","5","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","-0.3","",""
"José Bautista","37","do DO","R","R","6' 0""","205","Oct 19, 1980","15","83","66","83","70","0","0","2","1","11","0","14","0","45","58","1","15","0","1.2","$545,000",""
"Chris Beck","27","us US","R","R","6' 3""","230","Sep 4, 1990","4","6","0","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0.0","",""
"Jerry Blevins","34","us US","L","L","6' 4""","182","Sep 6, 1983","12","64","1","60","64","64","0","0","0","0","0","0","0","0","0","0","0","0","0.0","$7,000,000",""
"Jay Bruce","31","us US","L","L","6' 3""","230","Apr 3, 1987","11","94","84","94","83","0","0","21","0","0","0","0","0","64","64","2","9","0","-0.9","$11,000,000",""
"Asdrúbal Cabrera","32","ve VE","B","R","6' 0""","235","Nov 13, 1985","12","98","91","98","90","0","0","0","90","0","0","0","0","0","0","1","7","0","1.7","$8,250,000",""
"Yoenis Céspedes","32","cu CU","R","R","5' 11""","225","Oct 18, 1985","7","38","36","38","35","0","0","0","0","0","0","35","0","0","35","1","2","0","0.8","$29,000,000",""
"Michael Conforto","25","us US","L","R","6' 1""","215","Mar 1, 1993","4","153","141","153","144","0","0","0","0","0","0","84","58","13","144","1","10","0","2.7","$605,094",""
"P.J. Conlon","24","gb GB","L","L","5' 11""","192","Nov 11, 1993","1st","3","2","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.2","",""
"Scott Copeland","30","us US","R","R","6' 3""","220","Dec 15, 1987","2","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.1","",""
"Travis d'Arnaud","29","us US","R","R","6' 2""","210","Feb 10, 1989","6","4","4","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","-0.1","$3,475,000",""
"Jacob deGrom","30","us US","L","R","6' 4""","180","Jun 19, 1988","5","32","32","30","32","32","0","0","0","0","0","0","0","0","0","0","0","0","9.9","$7,400,000","All-Star"
"Matt den Dekker","30","us US","L","L","6' 2""","210","Aug 10, 1987","6","8","5","8","7","0","0","0","0","0","0","0","7","0","7","0","1","0","-0.7","",""
"Phillip Evans","25","us US","R","R","5' 10""","210","Sep 10, 1992","2","15","4","15","6","0","0","1","2","3","0","1","0","0","1","0","10","0","-0.3","$555,000",""
"Jeurys Familia","28","do DO","R","R","6' 3""","240","Oct 10, 1989","7","40","0","39","40","40","0","0","0","0","0","0","0","0","0","0","0","0","1.1","$7,925,000",""
"Chris Flexen","23","us US","R","R","6' 3""","220","Jul 1, 1994","2","4","1","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","-0.8","",""
"Wilmer Flores","26","ve VE","R","R","6' 2""","213","Aug 6, 1991","6","126","90","126","101","0","0","83","13","10","0","0","0","0","0","2","25","0","0.8","$3,400,000",""
"Todd Frazier","32","us US","R","R","6' 3""","215","Feb 12, 1986","8","115","109","115","109","0","0","0","0","109","0","0","0","0","0","1","5","0","2.5","$8,000,000",""
"Drew Gagnon","28","us US","R","R","6' 4""","215","Jun 26, 1990","1st","5","1","4","5","5","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","",""
"Adrián González","36","us US","L","L","6' 2""","215","May 8, 1982","15","54","43","54","48","0","0","48","0","0","0","0","0","0","0","0","7","0","-0.3","$545,000",""
"Robert Gsellman","24","us US","R","R","6' 4""","237","Jul 18, 1993","3","68","0","64","68","68","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","$562,375",""
"Luis Guillorme","23","ve VE","L","R","5' 10""","190","Sep 27, 1994","1st","35","14","35","21","0","0","0","8","14","0","0","0","0","0","0","15","1","-0.1","",""
"Eric Hanhold","24","us US","R","R","6' 5""","210","Nov 1, 1993","1st","3","0","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.1","",""
"Matt Harvey","29","us US","R","R","6' 4""","220","Mar 27, 1989","6","8","4","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","",""
"Austin Jackson","31","us US","R","R","6' 1""","198","Feb 1, 1987","9","57","47","57","53","0","0","0","0","0","0","0","53","0","53","0","6","0","-0.3","",""
"Kevin Kaczmarski","26","us US","L","R","6' 0""","192","Dec 31, 1991","1st","4","1","4","1","0","0","0","0","0","0","0","0","1","1","0","3","0","-0.1","",""
"Ty Kelly","29","us US","B","R","6' 0""","180","Jul 20, 1988","3","9","1","9","4","0","0","0","2","1","0","1","0","0","1","0","4","1","-0.2","",""
"Juan Lagares","29","do DO","R","R","6' 2""","219","Mar 17, 1989","6","30","13","30","20","0","0","0","0","0","0","0","20","0","20","0","12","1","1.1","$6,500,000",""
"José Lobatón","33","ve VE","B","R","6' 1""","212","Oct 21, 1984","9","22","14","22","18","0","18","0","0","0","0","0","0","0","0","0","5","0","-0.5","",""
