"Name","Age","X","B","T","Ht","Wt","DoB","Yrs","G","GS","Batting","Defense","P","C","X1B","X2B","X3B","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1"
"Russ Adams","24","us US","L","R","6' 0""","205","Aug 30, 1980","2","139","122","139","132","0","0","0","0","0","132","0","0","0","0","0","14","2","0.9","$316,000",""
"Miguel Batista","34","do DO","R","R","6' 1""","210","Feb 19, 1971","11","71","0","5","71","71","0","0","0","0","0","0","0","0","0","0","0","0","0.0","$4,750,000",""
"Dave Bush","25","us US","R","R","6' 2""","205","Nov 9, 1979","2","25","24","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0","1.0","$327,000",""
"Frank Catalanotto","31","us US","L","R","6' 0""","170","Apr 27, 1974","9","130","112","130","111","0","0","0","0","0","0","111","0","0","111","15","17","0","2.5","$2,700,000",""
"Gustavo Chacín","24","ve VE","L","L","5' 11""","205","Dec 4, 1980","2","34","34","3","34","34","0","0","0","0","0","0","0","0","0","0","0","0","3.1","$316,000",""
"Vinnie Chulk","26","us US","R","R","6' 2""","200","Dec 19, 1978","3","62","0","4","62","62","0","0","0","0","0","0","0","0","0","0","0","0","0.6","$326,000",""
"Andy Dominique","29","us US","R","R","6' 0""","220","Oct 30, 1975","2","2","1","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0.0","",""
"Scott Downs","29","us US","L","L","6' 2""","215","Mar 17, 1976","4","26","13","1","26","26","0","0","0","0","0","0","0","0","0","0","0","0","0.9","",""
"Jason Frasor","27","us US","R","R","5' 9""","180","Aug 9, 1977","2","67","0","3","67","67","0","0","0","0","0","0","0","0","0","0","0","0","1.0","$332,500",""
"Chad Gaudin","22","us US","R","R","5' 10""","190","Mar 24, 1983","3","5","3","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","-0.9","",""
"John-Ford Griffin","25","us US","L","L","6' 2""","215","Nov 19, 1979","1st","7","2","7","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0.1","",""
