"Name","Age","X","B","T","Ht","Wt","DoB","Yrs","G","GS","Batting","Defense","P","C","X1B","X2B","X3B","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1"
"Bobby Abreu","33","ve VE","L","R","6' 0""","220","Mar 11, 1974","12","158","151","158","157","0","0","0","0","0","0","0","0","157","157","1","4","1","2.4","$15,000,000",""
"Chris Basak","28","us US","R","R","6' 2""","190","Dec 6, 1978","1st","5","0","5","4","0","0","0","0","3","1","0","0","0","0","0","1","1","0.0","",""
"Colter Bean","30","us US","R","R","6' 6""","255","Jan 16, 1977","3","3","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.2","",""
"Wilson Betemit","25","do DO","B","R","6' 2""","220","Nov 2, 1981","5","37","20","37","35","0","0","14","2","14","8","1","0","0","1","0","5","1","0.0","",""
"Chris Britton","24","us US","R","R","6' 3""","275","Dec 16, 1982","2","11","0","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0.2","",""
"Jim Brower","34","us US","R","R","6' 2""","205","Dec 29, 1972","9","3","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","",""
"Brian Bruney","25","us US","R","R","6' 3""","235","Feb 17, 1982","4","58","0","6","58","58","0","0","0","0","0","0","0","0","0","0","0","0","0.2","$395,545",""
"Melky Cabrera","22","do DO","B","L","5' 10""","210","Aug 11, 1984","3","150","137","150","147","0","0","0","0","0","0","18","131","5","147","0","6","1","1.6","$432,400",""
"Miguel Cairo","33","ve VE","R","R","6' 1""","225","May 4, 1974","12","54","26","54","48","0","0","22","3","7","16","3","0","0","3","3","4","10","-0.1","$750,000",""
"Robinson Canó","24","do DO","L","R","6' 0""","228","Oct 22, 1982","3","160","157","160","159","0","0","0","159","0","0","0","0","0","0","0","3","0","6.7","$490,800",""
"Joba Chamberlain","21","us US","R","R","6' 3""","245","Sep 23, 1985","1st","19","0","1","19","19","0","0","0","0","0","0","0","0","0","0","0","0","1.4","",""
"Roger Clemens","44","us US","R","R","6' 4""","205","Aug 4, 1962","24","18","17","2","18","18","0","0","0","0","0","0","0","0","0","0","0","0","1.5","$17,400,000",""
"Tyler Clippard","22","us US","R","R","6' 3""","200","Feb 14, 1985","1st","6","6","1","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0.0","",""
"Johnny Damon","33","us US","L","L","6' 2""","205","Nov 5, 1973","13","141","123","141","85","0","0","5","0","0","0","32","48","1","81","48","12","2","2.7","$13,000,000",""
"Matt DeSalvo","26","us US","R","R","6' 0""","180","Sep 11, 1980","1st","7","6","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","-0.1","",""
"Shelley Duncan","27","us US","R","R","6' 5""","215","Sep 29, 1979","1st","34","16","34","20","0","0","9","0","0","0","4","0","8","12","14","6","5","0.5","",""
"Kyle Farnsworth","31","us US","R","R","6' 4""","230","Apr 14, 1976","9","64","0","4","64","64","0","0","0","0","0","0","0","0","0","0","0","0","0.0","$5,666,667",""
"Jason Giambi","36","us US","L","R","6' 3""","240","Jan 8, 1971","13","83","69","83","18","0","0","18","0","0","0","0","0","0","0","57","14","0","0.9","$23,428,571",""
"Alberto González","24","ve VE","R","R","5' 10""","195","Apr 18, 1983","1st","12","2","12","12","0","0","0","0","1","11","0","0","0","0","0","1","1","-0.5","",""
"Sean Henn","26","us US","R","L","6' 3""","235","Apr 23, 1981","3","29","1","1","29","29","0","0","0","0","0","0","0","0","0","0","0","0","-0.7","$382,048",""
"Phil Hughes","21","us US","R","R","6' 5""","240","Jun 24, 1986","1st","13","13","0","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0.9","",""
"Kei Igawa","27","jp JP","L","L","6' 1""","210","Jul 13, 1979","1st","14","12","1","14","14","0","0","0","0","0","0","0","0","0","0","0","0","-0.2","$4,000,000",""
"Derek Jeter HOF","33","us US","R","R","6' 3""","195","Jun 26, 1974","13","156","154","156","155","0","0","0","0","0","155","0","0","0","0","0","2","0","3.9","$21,600,000","All-Star"
"Jeff Karstens","24","us US","R","R","6' 3""","185","Sep 24, 1982","2","7","3","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","-1.0","$389,495",""
"Ian Kennedy","22","us US","R","R","6' 0""","210","Dec 19, 1984","1st","3","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0.6","",""
"Hideki Matsui","33","jp JP","L","R","6' 2""","210","Jun 12, 1974","5","143","143","143","112","0","0","0","0","0","0","112","0","0","112","32","0","0","4.1","$13,000,000",""
"Doug Mientkiewicz","33","us US","L","R","6' 2""","195","Jun 19, 1974","10","72","48","72","70","0","0","70","0","0","0","0","0","0","0","0","7","1","1.4","$1,500,000",""
"José Molina","32","pr PR","R","R","6' 0""","250","Jun 3, 1975","8","29","16","29","29","0","29","0","0","0","0","0","0","0","0","0","1","0","0.4","",""
"Mike Mussina HOF","38","us US","L","R","6' 2""","185","Dec 8, 1968","17","28","27","2","28","28","0","0","0","0","0","0","0","0","0","0","0","0","1.0","$11,070,423",""
"Mike Myers","38","us US","L","L","6' 3""","197","Jun 26, 1969","13","55","0","6","55","55","0","0","0","0","0","0","0","0","0","0","0","0","1.0","$1,250,000",""
"Wil Nieves","29","pr PR","R","R","5' 11""","190","Sep 25, 1977","4","26","21","26","26","0","25","1","0","0","0","0","0","0","0","0","1","0","-0.4","$382,150",""
"Ross Ohlendorf","24","us US","R","R","6' 4""","240","Aug 8, 1982","1st","6","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0.1","",""
"Carl Pavano","31","us US","R","R","6' 5""","265","Jan 8, 1976","9","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0.0","$10,000,000",""
"Andy Pettitte","35","us US","L","L","6' 5""","235","Jun 15, 1972","13","36","34","2","36","36","0","0","0","0","0","0","0","0","0","0","0","0","3.7","$16,000,000",""
"Josh Phelps","29","us US","R","R","6' 3""","225","May 12, 1978","7","36","21","36","30","0","1","29","0","0","0","0","0","0","0","6","12","1","-0.5","$600,000",""
"Andy Phillips","30","us US","R","R","6' 0""","205","Apr 6, 1977","4","61","49","61","59","0","0","57","1","9","0","0","0","0","0","0","4","1","0.7","",""
"Jorge Posada","36","pr PR","B","R","6' 2""","215","Aug 17, 1970","13","144","131","144","138","0","138","1","0","0","0","0","0","0","0","5","13","0","5.4","$12,000,000","All-Star"
"Scott Proctor","30","us US","R","R","6' 1""","195","Jan 2, 1977","4","52","0","6","52","52","0","0","0","0","0","0","0","0","0","0","0","0","0.5","$455,923",""
"Edwar Ramírez","26","do DO","R","R","6' 3""","165","Mar 28, 1981","1st","21","0","0","21","21","0","0","0","0","0","0","0","0","0","0","0","0","-0.6","",""
